번호,분류,제목,내용,내용번호,문서
1335,경제,주민제안시 동의율은?,주민제안시 동의율은  제안구역내 토지 면적의 이상 입니다 ,2897316,주민제안시 동의율은?주민제안시 동의율은  제안구역내 토지 면적의 이상 입니다 
1334,행정,주요업무대상사업은?,주요업무대상사업은 구민에게 필요하고 지역발전에 도움이 되는 새로운 사업  구청장 공약사항 역점사업 지시사항 중장기 계획 등  업무를 개선 발전시켜 주민 또는 행정에 도움을 주는 사업 등 ,2895934,주요업무대상사업은?주요업무대상사업은 구민에게 필요하고 지역발전에 도움이 되는 새로운 사업  구청장 공약사항 역점사업 지시사항 중장기 계획 등  업무를 개선 발전시켜 주민 또는 행정에 도움을 주는 사업 등 
1333,경제,비오톱이란 무엇인가요?,비오톱이란 무엇인가요공간적 경계를 가지는 특정 생물군집의 서식공간을 의미 합니다다시 말해 모든 생물군집 서식지를 말합니다 예 산림지비오톱 하천습지비오톱 주거지비오톱 비오톱 구역에 건축 허가 가능 여부 문의 차적으로 서울시 시설계획과 안내                              서대문구로 문의시 도시관리과 안내  ,2896541,비오톱이란 무엇인가요?비오톱이란 무엇인가요공간적 경계를 가지는 특정 생물군집의 서식공간을 의미 합니다다시 말해 모든 생물군집 서식지를 말합니다 예 산림지비오톱 하천습지비오톱 주거지비오톱 비오톱 구역에 건축 허가 가능 여부 문의 차적으로 서울시 시설계획과 안내                              서대문구로 문의시 도시관리과 안내  
1332,경제,나대지는 무엇입니까?,나대지는 무엇입니까건축물 등 지상물이 없는 택지로 도시계획법 등 공법상의 제약이나 행정규제도 받고 사법상의 제약도 받는 토지를 말한다 택지소유상한에 관한 법률에서는 지적법 제조의 규정에 의한 지목이 대인 토지 중 영구적 건축물이 건축되어 있지 않은 토지를 뜻한다 ,2897671,나대지는 무엇입니까?나대지는 무엇입니까건축물 등 지상물이 없는 택지로 도시계획법 등 공법상의 제약이나 행정규제도 받고 사법상의 제약도 받는 토지를 말한다 택지소유상한에 관한 법률에서는 지적법 제조의 규정에 의한 지목이 대인 토지 중 영구적 건축물이 건축되어 있지 않은 토지를 뜻한다 
1331,행정,위원회의 설치기준은 무엇인가요?,위원회의 설치기준은 무엇인가요 위원회의 설치기준은 다음과 같습니다 전문지식이나 경험있는 자의 의견을 들어 결정할 필요가 있을 것 업무의 성질상 특히 신중한 절차를 거쳐 처리할 필요가 있을 것 타 위원회와 기능이 중복되거나 유사하지 않을 것 ,2897260,위원회의 설치기준은 무엇인가요?위원회의 설치기준은 무엇인가요 위원회의 설치기준은 다음과 같습니다 전문지식이나 경험있는 자의 의견을 들어 결정할 필요가 있을 것 업무의 성질상 특히 신중한 절차를 거쳐 처리할 필요가 있을 것 타 위원회와 기능이 중복되거나 유사하지 않을 것 
1330,행정,위원회는 무슨일을 하나요?,위원회는 무슨일을 하나요 정책결정시 지역주민 및 전문가의 의견을 수렴 지방자치 활성화 도모하는 일을 합니다 ,2897286,위원회는 무슨일을 하나요?위원회는 무슨일을 하나요 정책결정시 지역주민 및 전문가의 의견을 수렴 지방자치 활성화 도모하는 일을 합니다 
1329,행정,업무추진비로 1인당 식사비용은,업무추진비로 인당 식사비용은만원이 한도임 ,2897772,업무추진비로 1인당 식사비용은업무추진비로 인당 식사비용은만원이 한도임 
1328,행정,시책추진업무추진비의 사용용도는?,시책추진업무추진비의 사용용도는구청에서 수행하는 행사 업무추진을 위한 간담회 등에 사용 ,2897771,시책추진업무추진비의 사용용도는?시책추진업무추진비의 사용용도는구청에서 수행하는 행사 업무추진을 위한 간담회 등에 사용 
1327,행정,법인카드로 유흥주점에서도 사용이 가능합니까,법인카드로 유흥주점에서도 사용이 가능합니까유흥주점에서는 사용할 수 없습니다 ,2897770,법인카드로 유흥주점에서도 사용이 가능합니까법인카드로 유흥주점에서도 사용이 가능합니까유흥주점에서는 사용할 수 없습니다 
1326,행정,부구청장의 업무추진비는 얼마,부구청장의 업무추진비는 얼마년간 천원 입니다 ,2897769,부구청장의 업무추진비는 얼마부구청장의 업무추진비는 얼마년간 천원 입니다 
1325,행정,구청장의 업무추진사용 용도는,구청장의 업무추진사용 용도는직원 격려 유관기관 협조 현장근무 직원 격려 각종행사 추진 등에 쓰여 집니다 ,2897768,구청장의 업무추진사용 용도는구청장의 업무추진사용 용도는직원 격려 유관기관 협조 현장근무 직원 격려 각종행사 추진 등에 쓰여 집니다 
1324,행정,구청장의 업무추진비는 직원 경조사비에도 쓰여 집니까?,구청장의 업무추진비는 직원 경조사비에도 쓰여 집니까 예 소속직원의 경조사비로 쓸 수 있습니다     구청장 부구청장 등의 경조사비 한도는      만원 이하로 해야함 ,2897767,구청장의 업무추진비는 직원 경조사비에도 쓰여 집니까?구청장의 업무추진비는 직원 경조사비에도 쓰여 집니까 예 소속직원의 경조사비로 쓸 수 있습니다     구청장 부구청장 등의 경조사비 한도는      만원 이하로 해야함 
1323,행정,구청장의 업무 추진비는 어떻게 책정됩니까?,구청장의 업무 추진비는 어떻게 책정됩니까     행정자치부의 지침에 의해 정하여져 있습니다   ,2897766,구청장의 업무 추진비는 어떻게 책정됩니까?구청장의 업무 추진비는 어떻게 책정됩니까     행정자치부의 지침에 의해 정하여져 있습니다   
1322,행정,EBN에서도 UCC 공모를 한다면 언제로 계획하고 있나요?,에서도 공모를 한다면 언제로 계획하고 있나요년도에 공모계획이 있습니다 많은 관심과 참여 부탁드립니다감사합니다 ,2894581,EBN에서도 UCC 공모를 한다면 언제로 계획하고 있나요?에서도 공모를 한다면 언제로 계획하고 있나요년도에 공모계획이 있습니다 많은 관심과 참여 부탁드립니다감사합니다 
1321,경제,건축한계선이 계획된 구간에서 지하 외벽도 준수해야 하는지?,건축한계선이 계획된 구간에서 지하 외벽도 준수해야 하는지  건축 한계선의 지상부분의 외벽은 건축선을 준수해야 하나 지하외벽은 제한받지 않음 ,2897292,건축한계선이 계획된 구간에서 지하 외벽도 준수해야 하는지?건축한계선이 계획된 구간에서 지하 외벽도 준수해야 하는지  건축 한계선의 지상부분의 외벽은 건축선을 준수해야 하나 지하외벽은 제한받지 않음 
1320,경제,양식서 중에 연면적은 무엇을 뜻합니까?,양식서 중에 연면적은 무엇을 뜻합니까  건물의 각 층 마다의 바닥면적의 합계를 뜻합니다 ,2894711,양식서 중에 연면적은 무엇을 뜻합니까?양식서 중에 연면적은 무엇을 뜻합니까  건물의 각 층 마다의 바닥면적의 합계를 뜻합니다 
1319,행정,당직근무 주기는 얼마인가?,당직근무 주기는 얼마인가평균적으로 개월정도에 한번씩 근무하게 됩니다 ,2898557,당직근무 주기는 얼마인가?당직근무 주기는 얼마인가평균적으로 개월정도에 한번씩 근무하게 됩니다 
1318,행정,현재위원회는 어떤 설치근거들에 의해 운영되고 있나요,현재위원회는 어떤 설치근거들에 의해 운영되고 있나요 법령 조례 규칙 지침 훈령 예규에 의해서 운영되고 있습니다 ,2895866,현재위원회는 어떤 설치근거들에 의해 운영되고 있나요현재위원회는 어떤 설치근거들에 의해 운영되고 있나요 법령 조례 규칙 지침 훈령 예규에 의해서 운영되고 있습니다 
1317,행정,사업주 및 관리감독자 교육 시간은 ?,사업주 및 관리감독자 교육 시간은 사업주 시간 이상관리감독자 시간 이상 ,2894806,사업주 및 관리감독자 교육 시간은 ?사업주 및 관리감독자 교육 시간은 사업주 시간 이상관리감독자 시간 이상 
1316,행정,은평구 소재 인공폭포는 어디에 있나요?,은평구 소재 인공폭포는 어디에 있나요은평구에는 서울에서 세번째 인공폭포로 지하철 호선 구파발역에 자리잡고 있습니다 ,2896621,은평구 소재 인공폭포는 어디에 있나요?은평구 소재 인공폭포는 어디에 있나요은평구에는 서울에서 세번째 인공폭포로 지하철 호선 구파발역에 자리잡고 있습니다 
1315,행정,건설현장 사내안전교육 방법은 ?,건설현장 사내안전교육 방법은 산업안전보건법 제조에 의거 아래와 같음 ,2894805,건설현장 사내안전교육 방법은 ?건설현장 사내안전교육 방법은 산업안전보건법 제조에 의거 아래와 같음 
1314,행정,정기안전점검과 정밀안전점검 실시기관은 ?,정기안전점검과 정밀안전점검 실시기관은 시설물의 안전관리에 관한 특별법 규정에 의하면 등록된 안전진단 전문기관 한국시설안전기술공단에서 실시한다 ,2894804,정기안전점검과 정밀안전점검 실시기관은 ?정기안전점검과 정밀안전점검 실시기관은 시설물의 안전관리에 관한 특별법 규정에 의하면 등록된 안전진단 전문기관 한국시설안전기술공단에서 실시한다 
1313,행정,안전점검 구분은 ?,안전점검 구분은 건설기술관리법 시행령 제조의에 아래와 같음 매일 자체안전점검 정기안전점검 준공전 안전점검 중단된 건설공사 재개시 안전점검 ,2894803,안전점검 구분은 ?안전점검 구분은 건설기술관리법 시행령 제조의에 아래와 같음 매일 자체안전점검 정기안전점검 준공전 안전점검 중단된 건설공사 재개시 안전점검 
1312,행정,재산등록대상자에서 제외 되는 사람은?,재산등록대상자에서 제외 되는 사람은                    돋움                돋움                돋움                       돋움                돋움                돋움         돋움      돋움      돋움      돋움               혼인으로 인하여 출가한 딸 계부모 양자녀 며느리 외조부모 외손자녀 등 ,2894802,재산등록대상자에서 제외 되는 사람은?재산등록대상자에서 제외 되는 사람은                    돋움                돋움                돋움                       돋움                돋움                돋움         돋움      돋움      돋움      돋움               혼인으로 인하여 출가한 딸 계부모 양자녀 며느리 외조부모 외손자녀 등 
1311,행정,건설공사 안전관리조직은 ?,건설공사 안전관리조직은 건설기술관리법 시행령 제조의 에 의거 아래와 같음 ,2894801,건설공사 안전관리조직은 ?건설공사 안전관리조직은 건설기술관리법 시행령 제조의 에 의거 아래와 같음 
1310,행정,매바위제란 무엇인가요?,매바위제란 무엇인가요응암동에 있는 백련산은 조선시대 왕족들이 매를 날려 사냥을 즐기던 장소로 매바위라 불려졌으며 매년 월 첫째 일요일 지역주민들이 모여 나라의 발전과 지역의 번영 주민들의 건강과 화합을 기리는 제를 지내고 있습니다 ,2896620,매바위제란 무엇인가요?매바위제란 무엇인가요응암동에 있는 백련산은 조선시대 왕족들이 매를 날려 사냥을 즐기던 장소로 매바위라 불려졌으며 매년 월 첫째 일요일 지역주민들이 모여 나라의 발전과 지역의 번영 주민들의 건강과 화합을 기리는 제를 지내고 있습니다 
1309,행정,은평구 공직자윤리위원회 위원의 임기는?,은평구 공직자윤리위원회 위원의 임기는위원 임기는 년이고 회에 한하여 연임할 수 있음,2894800,은평구 공직자윤리위원회 위원의 임기는?은평구 공직자윤리위원회 위원의 임기는위원 임기는 년이고 회에 한하여 연임할 수 있음
1308,행정,시공자가 비치해야하는 서류는 ?,시공자가 비치해야하는 서류는 건설교통부 훈령 제호에 아래와 같음 ,2894756,시공자가 비치해야하는 서류는 ?시공자가 비치해야하는 서류는 건설교통부 훈령 제호에 아래와 같음 
1307,행정,공사감독자가 비치할 서류는 ?,공사감독자가 비치할 서류는 건설교통부 훈령 제호 에 의거 공사감독자가 비치할 서류눈 아래와 같음 공사감독일지 발생품정리품 지급자재수불부 공정보고서 주요자재및 검사부 매몰부분 검측부 및 사진과 구조물검측부 및 대장 건설공사 단속점검 실명제 기록일지 기타 필요한 서류 및 도표 ,2894755,공사감독자가 비치할 서류는 ?공사감독자가 비치할 서류는 건설교통부 훈령 제호 에 의거 공사감독자가 비치할 서류눈 아래와 같음 공사감독일지 발생품정리품 지급자재수불부 공정보고서 주요자재및 검사부 매몰부분 검측부 및 사진과 구조물검측부 및 대장 건설공사 단속점검 실명제 기록일지 기타 필요한 서류 및 도표 
1306,행정,검사의 종류는 ?,검사의 종류는 건설기술관리법 제조에 의거 검사의 종류는 래와 같음 기성부분검사 준공검사 하자검사 예비준공검사 특별검사 ,2894754,검사의 종류는 ?검사의 종류는 건설기술관리법 제조에 의거 검사의 종류는 래와 같음 기성부분검사 준공검사 하자검사 예비준공검사 특별검사 
1305,행정,은평구 공직자윤리위원회의 구성은?,은평구 공직자윤리위원회의 구성은위원장 부위원장을 포함하여 인의 위원으로 구성되어 있으며 법조인 학자 등 덕망있는 사람과 구의원 구소속 공무원으로 구성 되어 있음 간사 및 실무 직원을 두고 있음 ,2894753,은평구 공직자윤리위원회의 구성은?은평구 공직자윤리위원회의 구성은위원장 부위원장을 포함하여 인의 위원으로 구성되어 있으며 법조인 학자 등 덕망있는 사람과 구의원 구소속 공무원으로 구성 되어 있음 간사 및 실무 직원을 두고 있음 
1304,행정,북한산을 왜 삼각산으로 불리나요?,북한산을 왜 삼각산으로 불리나요북한산을 파주일산쪽에서 보면 한자로 뫼산모양으로 보입니다고려시대에 개성에서 서울 쪽에 높이 솟아 있는 산모양을 보고 세개의 뿔 모양이 있다하여 삼각산이라 불린 것으로 봅니다 ,2896619,북한산을 왜 삼각산으로 불리나요?북한산을 왜 삼각산으로 불리나요북한산을 파주일산쪽에서 보면 한자로 뫼산모양으로 보입니다고려시대에 개성에서 서울 쪽에 높이 솟아 있는 산모양을 보고 세개의 뿔 모양이 있다하여 삼각산이라 불린 것으로 봅니다 
1303,경제,허용용적률이라 함은 ?,허용용적률이라 함은  허용용적률이라 함은 대지내 공지 보행공간의 조성 환경친화성 공동체를 위한 시설의 설치 또는 공개공간 또는 공개공지 등을 확보하는 경우에 인세티브로 제공되는 용적률과 기준용적률을 합산한 용적률을 말한다 ,2897293,허용용적률이라 함은 ?허용용적률이라 함은  허용용적률이라 함은 대지내 공지 보행공간의 조성 환경친화성 공동체를 위한 시설의 설치 또는 공개공간 또는 공개공지 등을 확보하는 경우에 인세티브로 제공되는 용적률과 기준용적률을 합산한 용적률을 말한다 
1302,행정,은평구 공직자윤리위원회는 어떤 일을 합니까?,은평구 공직자윤리위원회는 어떤 일을 합니까                    돋움                돋움                돋움                       돋움                돋움                돋움         돋움      돋움      돋움      돋움               공직자 재산등록 사항 심사 고지거부 허가여부 결정 퇴직자 취업제한 위반자 등 공직자윤리법 위반자에 대한 처분사항 결정 등 ,2894752,은평구 공직자윤리위원회는 어떤 일을 합니까?은평구 공직자윤리위원회는 어떤 일을 합니까                    돋움                돋움                돋움                       돋움                돋움                돋움         돋움      돋움      돋움      돋움               공직자 재산등록 사항 심사 고지거부 허가여부 결정 퇴직자 취업제한 위반자 등 공직자윤리법 위반자에 대한 처분사항 결정 등 
1301,경제,로데오 거리 이용에 따른 할인계획은 없는지요..,로데오 거리 이용에 따른 할인계획은 없는지요현재 관련 지원 계획은 별도로 마련하고 있지 않으나차후 방문하시는 분들이 로데오거리 이용에 따라 혜택을 누릴 수 있는 방안을 검토하겠습니다 ,2896454,로데오 거리 이용에 따른 할인계획은 없는지요..로데오 거리 이용에 따른 할인계획은 없는지요현재 관련 지원 계획은 별도로 마련하고 있지 않으나차후 방문하시는 분들이 로데오거리 이용에 따라 혜택을 누릴 수 있는 방안을 검토하겠습니다 
1300,행정,안전관리 계획서 작성대상은 ?,안전관리 계획서 작성대상은 건설기술관리법 제 조에 아래와 같음 시특법 규정에 의한 종 시설물의 건설공사 지하 굴착공사 층이상 층미만인 건축물의 건설공사 또는 층 이상 건축물의 리모델링공사 또는 해체공사 등 ,2894751,안전관리 계획서 작성대상은 ?안전관리 계획서 작성대상은 건설기술관리법 제 조에 아래와 같음 시특법 규정에 의한 종 시설물의 건설공사 지하 굴착공사 층이상 층미만인 건축물의 건설공사 또는 층 이상 건축물의 리모델링공사 또는 해체공사 등 
1299,행정,각종 이윤율 적용 규정?,각종 이윤율 적용 규정 공사 분의  제조 및 구매 분 수입물품의 구매 분의  용역 분의 ,2894750,각종 이윤율 적용 규정?각종 이윤율 적용 규정 공사 분의  제조 및 구매 분 수입물품의 구매 분의  용역 분의 
1298,행정,품질관리(시험)계획 제외 대상공사는 무엇입니까 ?,품질관리시험계획 제외 대상공사는 무엇입니까 건설기술관리법 제조에 아래에 해당 원자력시설공사 기타 건설교통부령이 정하는 공사조경식재공사 가설물 설치공사 철거공사 ,2894749,품질관리(시험)계획 제외 대상공사는 무엇입니까 ?품질관리시험계획 제외 대상공사는 무엇입니까 건설기술관리법 제조에 아래에 해당 원자력시설공사 기타 건설교통부령이 정하는 공사조경식재공사 가설물 설치공사 철거공사 
1297,행정,원가계산에 의한 예정가격 결정시의 일반관리비율,원가계산에 의한 예정가격 결정시의 일반관리비율 지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙 제조 일반관리비의 비율은 다음 각 호의 어느 하나의 율을 초과하지 못한다 공사 분의  음료 및 식료품의 제조구매 분의  섬유및의복가죽제품의 제조구매 분의  나무및나무제품의 제조구매 분의  종이및종이제품인쇄출판물의 제조구매 분의 화학석유석탄고무플라스틱 제품의 제조구매 분의  비금속광물제품의 제조구매 분의  제차 금속제품의 제조구매 분의  조립금속제품기계장비의 제조구매 분의  수입물품의 구매 분의  그 밖에 물품의 제조구매 분의  용역 분의  ,2894748,원가계산에 의한 예정가격 결정시의 일반관리비율원가계산에 의한 예정가격 결정시의 일반관리비율 지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙 제조 일반관리비의 비율은 다음 각 호의 어느 하나의 율을 초과하지 못한다 공사 분의  음료 및 식료품의 제조구매 분의  섬유및의복가죽제품의 제조구매 분의  나무및나무제품의 제조구매 분의  종이및종이제품인쇄출판물의 제조구매 분의 화학석유석탄고무플라스틱 제품의 제조구매 분의  비금속광물제품의 제조구매 분의  제차 금속제품의 제조구매 분의  조립금속제품기계장비의 제조구매 분의  수입물품의 구매 분의  그 밖에 물품의 제조구매 분의  용역 분의  
1296,경제,공동개발(특별지정)은?,공동개발특별지정은주로 지구단위계획 수립시 도입하고 있으며공공시설 확보를 위하여 공동개발을 특별히 지정하는 경우입니다 ,2896594,공동개발(특별지정)은?공동개발특별지정은주로 지구단위계획 수립시 도입하고 있으며공공시설 확보를 위하여 공동개발을 특별히 지정하는 경우입니다 
1295,행정,바이러스 e-mail을 가려내는 방법이 있나요?,바이러스 을 가려내는 방법이 있나요 특별한 방법은 없으며  일반적으로 웜이나 바이러스 제작자는 외국인인 경우가 많기 때문에 알고 있는 메일 주소가 아니면 외국에서 오는 편지들은 모두 읽지 말고 바로 삭제해야합니다 또 친근한 제목 및 호기심을 자극하는 제목들은 일단 의심해 보아야 합니다 ,2894688,바이러스 e-mail을 가려내는 방법이 있나요?바이러스 을 가려내는 방법이 있나요 특별한 방법은 없으며  일반적으로 웜이나 바이러스 제작자는 외국인인 경우가 많기 때문에 알고 있는 메일 주소가 아니면 외국에서 오는 편지들은 모두 읽지 말고 바로 삭제해야합니다 또 친근한 제목 및 호기심을 자극하는 제목들은 일단 의심해 보아야 합니다 
1294,행정,품질시험계획 수립 대상공사는 ?,품질시험계획 수립 대상공사는 건설기술관리법 제조 제항에 아래와 같습니다 토목공사 억원 이상 연면적 이상 ,2894799,품질시험계획 수립 대상공사는 ?품질시험계획 수립 대상공사는 건설기술관리법 제조 제항에 아래와 같습니다 토목공사 억원 이상 연면적 이상 
1293,행정,품질관리계획 수립 대상공사는 어떻게 됩니까 ?,품질관리계획 수립 대상공사는 어떻게 됩니까 건설기술관리법 제조에 아래 공사에 해당됨 총공사비 억이상인 전면책임감리공사 다중이용건축물건설공사 당해 건설공사 계획에 품질관리계획의 수립이 명시된 고사 ,2894798,품질관리계획 수립 대상공사는 어떻게 됩니까 ?품질관리계획 수립 대상공사는 어떻게 됩니까 건설기술관리법 제조에 아래 공사에 해당됨 총공사비 억이상인 전면책임감리공사 다중이용건축물건설공사 당해 건설공사 계획에 품질관리계획의 수립이 명시된 고사 
1292,행정,일상감사 대상?,일상감사 대상우리구의 경우 공사 천만원 이상용역 천만원 이상 발주사업에 대해 시행함 ,2894797,일상감사 대상?일상감사 대상우리구의 경우 공사 천만원 이상용역 천만원 이상 발주사업에 대해 시행함 
1291,행정,백신프로그램을 설치하면 모든 바이러스가 예방되나요?,백신프로그램을 설치하면 모든 바이러스가 예방되나요반드시 예방이 되는 것은 아니며 백신이 설치되어 있다고 해도 최신버전으로 엔진이 업데이트 되지 않으면 무용지물입니다 백신이 설치되면 최신 버전으로 업데이트가 필요합니다 또한 백신을 통해 치료가 안될때는 두개이상의 백신을 설치하여 검사해 보는것도 좋은 방법니다 ,2894690,백신프로그램을 설치하면 모든 바이러스가 예방되나요?백신프로그램을 설치하면 모든 바이러스가 예방되나요반드시 예방이 되는 것은 아니며 백신이 설치되어 있다고 해도 최신버전으로 엔진이 업데이트 되지 않으면 무용지물입니다 백신이 설치되면 최신 버전으로 업데이트가 필요합니다 또한 백신을 통해 치료가 안될때는 두개이상의 백신을 설치하여 검사해 보는것도 좋은 방법니다 
1290,행정,"공무원 도박, 사기, 공갈, 협박, 무고 처분양정은",공무원 도박 사기 공갈 협박 무고 처분양정은구약식 및 구공판 훈계이상공소권 없음 기소유예 등 주의 이상 ,2895191,"공무원 도박, 사기, 공갈, 협박, 무고 처분양정은공무원 도박 사기 공갈 협박 무고 처분양정은구약식 및 구공판 훈계이상공소권 없음 기소유예 등 주의 이상 "
1289,경제,토지 한필지의 소유가 공유지분으로 나뉜 경우 보상은 전원 합의해야 하는지요?,토지 한필지의 소유가 공유지분으로 나뉜 경우 보상은 전원 합의해야 하는지요일단 한 필지의 토지 전체를 기준으로 평가한 다음 공유지분 비율에 따라 각 공유지분권자에 대한 보상액을 산정한 후 공유자 각자에게 개별 보상을 하게 되므로 공유자 전원과 협의를 하지만 동시에 전원 일치하여야 보상이 이루어지는 것은 아닙니다 ,2897869,토지 한필지의 소유가 공유지분으로 나뉜 경우 보상은 전원 합의해야 하는지요?토지 한필지의 소유가 공유지분으로 나뉜 경우 보상은 전원 합의해야 하는지요일단 한 필지의 토지 전체를 기준으로 평가한 다음 공유지분 비율에 따라 각 공유지분권자에 대한 보상액을 산정한 후 공유자 각자에게 개별 보상을 하게 되므로 공유자 전원과 협의를 하지만 동시에 전원 일치하여야 보상이 이루어지는 것은 아닙니다 
1288,행정,공무원 간통 및 성범죄 처분양정은,공무원 간통 및 성범죄 처분양정은구약식 및 구공판 경징계 이상공소권 없음 기소유예 등 훈계 이상미성년자의 성행위 중징계 ,2895190,공무원 간통 및 성범죄 처분양정은공무원 간통 및 성범죄 처분양정은구약식 및 구공판 경징계 이상공소권 없음 기소유예 등 훈계 이상미성년자의 성행위 중징계 
1287,행정,공무원 폭력 및 상해 처분 양정은,공무원 폭력 및 상해 처분 양정은공소권 없음 기소유에 등 주의 이상구약식 및 구공판 훈계 이상 ,2895189,공무원 폭력 및 상해 처분 양정은공무원 폭력 및 상해 처분 양정은공소권 없음 기소유에 등 주의 이상구약식 및 구공판 훈계 이상 
1286,행정,당직근무변경 방법은?,당직근무변경 방법은 변경 일전 유선연락 등 담당자에 요청 후 변경공문시행 근무 ,2898556,당직근무변경 방법은?당직근무변경 방법은 변경 일전 유선연락 등 담당자에 요청 후 변경공문시행 근무 
1285,행정,당직근무요령은?,당직근무요령은 근무자별 교대근무에 의하되 종합상황실 내에서 대기근무하고 있습니다 ,2898555,당직근무요령은?당직근무요령은 근무자별 교대근무에 의하되 종합상황실 내에서 대기근무하고 있습니다 
1284,행정,도로변상금부과 금액을 분할해서 낼수 있는지,도로변상금부과 금액을 분할해서 낼수 있는지 도로변상금 분할 납부 법개정   만원 초과 월 회 분납  만원초과 년 회 분납 만원초과 년 회 분납  만원초과 년회 분납 가능하며   년 의 이자가 가산됩니다 ,2898268,도로변상금부과 금액을 분할해서 낼수 있는지도로변상금부과 금액을 분할해서 낼수 있는지 도로변상금 분할 납부 법개정   만원 초과 월 회 분납  만원초과 년 회 분납 만원초과 년 회 분납  만원초과 년회 분납 가능하며   년 의 이자가 가산됩니다 
1283,행정,공무원 음주운전 처분 양정은,공무원 음주운전 처분 양정은 혈중 알코올알콜 농도 미만 훈계 이상 혈중 알코올알콜 농도 이상 경징계 이상 음주측정 불응 또는 도주 차량 경징계 이상 무면허 음주운전 중징계 관용차량 음주운전 일반차량 준전시 처분기준 보다  단계 중하게 ,2895188,공무원 음주운전 처분 양정은공무원 음주운전 처분 양정은 혈중 알코올알콜 농도 미만 훈계 이상 혈중 알코올알콜 농도 이상 경징계 이상 음주측정 불응 또는 도주 차량 경징계 이상 무면허 음주운전 중징계 관용차량 음주운전 일반차량 준전시 처분기준 보다  단계 중하게 
1282,행정,공직자 재산등록시 등록 하여야 하는 재산의 종류는?,공직자 재산등록시 등록 하여야 하는 재산의 종류는부동산토지 건물 소유권 분양권 전세권 사실상소유권 등 부동산 준용자동차 선박 건설기계 등 현금 예금예금 적금 보험 펀드 등 증권상장주 비상장주 국공채 회사채 등 채권 채무금융기관채무 사인간채무 건물임대채무 회원권 기타 재산금 백금 보석 예술품 골동품 출자지분 출연재산  ,2894796,공직자 재산등록시 등록 하여야 하는 재산의 종류는?공직자 재산등록시 등록 하여야 하는 재산의 종류는부동산토지 건물 소유권 분양권 전세권 사실상소유권 등 부동산 준용자동차 선박 건설기계 등 현금 예금예금 적금 보험 펀드 등 증권상장주 비상장주 국공채 회사채 등 채권 채무금융기관채무 사인간채무 건물임대채무 회원권 기타 재산금 백금 보석 예술품 골동품 출자지분 출연재산  
1281,경제,사업인정고시일 이후 건물의 세입자로 거주하는 경우도 주거이전비를 받을 수 있나요?,사업인정고시일 이후 건물의 세입자로 거주하는 경우도 주거이전비를 받을 수 있나요주거이전비는 사업시행지구 안에서 사업인정고시일을 기준으로 개월 이전부터 거주하고 있는 경우에 지급받게 됩니다 그러므로 사업인정고시일 이후부터 거주하기 시작한 세입자는 주거이전비의 지급대상이 아닙니다 ,2897868,사업인정고시일 이후 건물의 세입자로 거주하는 경우도 주거이전비를 받을 수 있나요?사업인정고시일 이후 건물의 세입자로 거주하는 경우도 주거이전비를 받을 수 있나요주거이전비는 사업시행지구 안에서 사업인정고시일을 기준으로 개월 이전부터 거주하고 있는 경우에 지급받게 됩니다 그러므로 사업인정고시일 이후부터 거주하기 시작한 세입자는 주거이전비의 지급대상이 아닙니다 
1279,행정,퇴직공직자 취업제한에 해당하는 업체는?,퇴직공직자 취업제한에 해당하는 업체는                     돋움                 돋움                  돋움                       돋움                 돋움                 돋움            돋움       돋움      돋움      돋움                 매년 월중 행정자치부 장관이 관보에 게재 예 년 제한 업체 개 업체안전행정부 고시 호 ,2895280,퇴직공직자 취업제한에 해당하는 업체는?퇴직공직자 취업제한에 해당하는 업체는                     돋움                 돋움                  돋움                       돋움                 돋움                 돋움            돋움       돋움      돋움      돋움                 매년 월중 행정자치부 장관이 관보에 게재 예 년 제한 업체 개 업체안전행정부 고시 호 
1278,행정,당직근무시 민원처리 방법은?,당직근무시 민원처리 방법은  즉시처리 가능한 민원사항은 현장출장하여 처리하며 즉시처리가 불가한 경우는 근무일 익일 오전에 유관부서에 인계 후 처리하고 있습니다 ,2898554,당직근무시 민원처리 방법은?당직근무시 민원처리 방법은  즉시처리 가능한 민원사항은 현장출장하여 처리하며 즉시처리가 불가한 경우는 근무일 익일 오전에 유관부서에 인계 후 처리하고 있습니다 
1277,행정,일직근무 편성 직급은 어떻게 됩니까?,일직근무 편성 직급은 어떻게 됩니까 일직의 경우 급 명 급 혹은 급 명 급이하 명 운전원 명으로 편성됨 ,2898553,일직근무 편성 직급은 어떻게 됩니까?일직근무 편성 직급은 어떻게 됩니까 일직의 경우 급 명 급 혹은 급 명 급이하 명 운전원 명으로 편성됨 
1276,경제,공동차고지란?,공동차고지란화물자동차 운수사업법 제조제항제호에 따른 공동차고지 중 같은 법 제조 또는 제조에 따른 협회 또는 연합회가 설치하는 공동차고지 ,2896377,공동차고지란?공동차고지란화물자동차 운수사업법 제조제항제호에 따른 공동차고지 중 같은 법 제조 또는 제조에 따른 협회 또는 연합회가 설치하는 공동차고지 
1275,행정,구파발 인공폭포는 어디서 관리하나요?,구파발 인공폭포는 어디서 관리하나요은평구청 공원녹지과 ,2896160,구파발 인공폭포는 어디서 관리하나요?구파발 인공폭포는 어디서 관리하나요은평구청 공원녹지과 
